Rank,IAAF Points,Distance,Finish Time,Joggler,Gender,Nationality,Date,Drops,Notes / Result Links
1615,16,3b 400m,0:01:43.10,Heather Marriott,F,USA,22/07/2023,?,IJA Database
1616,16,3b 400m,0:01:15.40,Garrett Borawski,M,0,24/07/2018,?,IJA Database
1617,16,3b 400m,0:01:15.40,Kyle Albrecht,M,USA,24/07/2018,?,IJA Database
1618,16,3b 400m,0:01:43.10,Heather Marriott,F,USA,30/07/2016,?,IJA Database
1619,16,3b 400m,0:01:15.10,Daniel Raum,M,AUT,25/07/2015,?,IJA Database
1620,16,3b 400m,0:01:15.60,Jason Hollandsworth,M,0,02/08/2014,?,IJA Database
1621,16,3b 400m,0:01:43.00,Meagan Nouis,F,0,20/07/2013,?,IJA Database
1622,16,5b Mile,0:06:33.00,Matthew Feldman,M,USA,27/07/2012,?,https://www.youtube.com/watch?v=hYjbu2Bbj88
1623,16,3b 400m,0:01:43.60,Sydney Paugh,F,0,21/07/2012,?,IJA Database
1624,16,3b 400m,0:01:15.20,Anders Kierulf,M,0,20/07/2011,?,IJA Database
1625,16,3b 400m,0:01:15.70,Reid Johnson,M,0,20/07/2011,?,IJA Database
1626,16,3b 400m,0:01:15.70,Jack Levy,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1627,16,3b 400m,0:01:15.60,Andrew Swan,M,0,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1628,16,3b 400m,0:01:15.40,Anders Kierulf,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1629,16,3b 400m,0:01:15.96,Darin Marriott,M,USA,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
1630,16,3b Marathon,4:04:35.00,Albert Lucas,M,USA,01/03/1987,0,Albert's first joggling marathon. https://www.instagram.com/p/B9awUjCHeG-/ Also documented in Jugglers World Spring 1987 Newsletter
1631,16,3b 400m,0:01:15.12,Daniel Raum,M,AUT,2024,?,IJA Database
1632,15,3b 5km,0:22:45.00,Scott Jenkins,M,GBR,02/12/2023,0,https://www.parkrun.org.uk/meadowmill/results/159/  https://www.strava.com/activities/10315030947
1633,15,3b Marathon,4:05:00.00,Michel Lauziere,M,CAN,12/09/1981,1,"The very first marathon joggled http://www.dev.juggle.org/history/archives/jugmags/33-5/33-5,p28.htm  https://michellauziere.com/en/biography?fbclid=IwAR2anhLNF-oEFjURGW7YdlZSqmlNxilYRQdh3MeirIdGkLK9dzQRfV8nOwM"
1634,14,3b 5km,0:22:48.00,Scott Jenkins,M,GBR,28/02/2026,0,https://www.parkrun.org.uk/albert/results/862/
1635,14,3b Mile,0:06:35.25,Sterling Franklin,M,USA,19/07/2025,?,IJA Database
1636,14,3b 5km,0:22:49.00,Scott Jenkins,M,GBR,19/02/2022,?,
1637,14,3b 5km,0:32:48.00,Roni Lynn,F,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
1638,14,3b 200m,0:00:43.97,Riga Moettus,F,USA,20/07/2011,?,IJA Database
1639,14,3b Mile,0:06:35.16,Gil Pontius,M,0,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
1640,14,3b Marathon,4:05:41.00,Perry Romanowski,M,USA,20/10/1996,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
1641,14,3b 200m,0:00:43.10,Logan Pearce,F,0,2022,?,IJA Database
1642,13,3b 5km,0:22:51.00,Kacper Suchora,M,POL,17/02/2024,?,https://www.parkrun.pl/mlynowkakrolewska/results/21/
1643,13,3c 5km,0:32:51.00,Karly Swaim,F,USA,24/06/2023,1,https://runsignup.com/Race/Results/22604/IndividualResult/sZSf#U21578490
1644,13,3b 5km,0:22:50.00,Scott Jenkins,M,GBR,11/09/2021,?,
1645,13,3b 10km,0:49:51.00,Ferda Tekgul,M,TUR,08/12/2019,?,https://event.spor.istanbul/eventresults.aspx
1646,13,3b Half Marathon,1:50:51.00,Necmi Oztoprak,M,TUR,20/10/2019,0,https://www.instagram.com/p/B32bLemgnSv/
1647,12,3b Half Marathon,1:51:03.00,David Tate,M,USA,24/07/2024,2,"https://www.brooksee.com/des/results?sort=&race=167301&date=&event=&gender=&division=&search=Tate&loc_169682=&page_169682=1&size_169682=25&loc_169683=&page_169683=1&size_169683=25&loc_169684=&page_169684=1&size_169684=25&loc_169685=&page_169685=1&size_169685=25&page_169688=1&size_169688=25

https://x.com/dren_braves/status/1816118654897111535?t=2yqL4RuYuZs6hg90pxTIKA&s=19"
1648,12,3b 400m,0:01:44.10,Verena Rau,F,DEU,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1649,12,3b 5km,0:22:54.00,Scott Jenkins,M,GBR,05/11/2022,0,
1650,12,3b 400m,0:01:44.80,Sydney Paugh,F,0,20/07/2013,?,IJA Database
1651,12,3b 800m,0:02:54.00,Dylan Waickman,M,0,21/07/2012,?,IJA Database
1652,12,3b 800m,0:02:54.30,Trey Newsome,M,USA,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
1653,12,3b Mile,0:06:36.30,Andrew Swan,M,0,30/07/1999,?,IJA Database
1654,12,3b 400m,0:01:44.50,Laura Green,F,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
1655,11,3c 5km,0:22:56.00,David Lohuis,M,DEU,04/08/2025,?,EJC results in Joggler's United Group
1656,11,5b 200m,0:00:34.04,Mark Fiore,M,USA,31/05/2025,0,Manually timed by Scott Jenkins & Samuel Dean. https://www.instagram.com/p/DK000HLs_30/
1657,11,3b 5km,0:22:57.00,Scott Jenkins,M,GBR,25/12/2024,2,https://www.parkrun.org.uk/street/results/268/
1658,11,3b Marathon,4:07:09.00,David Tate,M,USA,14/09/2024,0,"Debut marathon, 0 drops! https://www.runrevel.com/bcm/results?pk=7905983"
1659,11,3b 200m,0:00:34.00,Jacob Heimer,M,0,11/07/2024,?,IJA Database
1660,11,3b Half Marathon,1:51:20.00,Kacper Suchora,M,POL,17/03/2024,?,https://sts-timing.pl/event/x-jubileuszowy-bieg-zielonych-sznurowadel-2024-2/#tabs-24367
1661,11,3b Half Marathon,1:51:26.00,Jonathan Austin,M,USA,11/11/2023,?,https://runsignup.com/Race/Results/53399/IndividualResult/bfNJ?resultSetId=425038#U82282467
1662,11,3b 5km,0:22:55.00,Fabian Fehlhaber,M,DEU,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1663,11,3b 200m,0:00:34.20,Dmitry Kozlov,M,RUS,25/7/2021,?,https://vk.com/wall-16055255_8154
1664,11,3b 200m,0:00:34.16,Mike Moore,M,USA,29/06/2019,?,IJA Database
1665,11,3b 200m,0:00:34.50,Nicolas Souren,M,0,29/06/2019,?,IJA Database
1666,11,3b 200m,0:00:34.40,Chris Lovdal,M,USA,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1667,11,3b 200m,0:00:34.20,Kyler McClintock,M,0,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1668,11,3b 200m,0:00:34.97,Tom McClintock,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1669,11,3b Marathon,4:07:18.00,Perry Romanowski,M,USA,24/10/1999,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
1670,11,3b 200m,0:00:34.07,Andrew Widmann,M,0,2025,?,IJA Database
1671,11,3b 200m,0:00:34.24,Daniel Raum,M,AUT,2022,?,IJA Database
1672,11,3b 200m,0:00:34.24,Giovanni Gaole,M,0,2022,?,IJA Database
1673,10,3b 5km,0:22:58.00,Brook Roberts,M,GBR,04/08/2025,?,EJC results in Joggler's United Group
1674,10,3b 5km,0:22:58.00,Vasek Peca,M,CZE,04/08/2025,?,EJC results in Joggler's United Group
1675,10,3b 5km,0:22:58.00,Kacper Suchora,M,POL,22/03/2025,1,https://www.parkrun.pl/mlynowkakrolewska/results/76/
1676,10,3b 5km,0:22:59.00,Kacper Suchora,M,POL,23/12/2023,?,https://www.parkrun.pl/parkimjanapawlaii/results/148/ Finished 2nd overall
1677,10,3b Marathon,4:07:53.00,Tim Butler,M,GBR,24/09/2023,?,Marathon #87: https://results.runthrough.co.uk/myresults.aspx?uid=16487-4971-6-3584757
1678,10,3b Marathon,4:07:30.00,Tim Butler,M,GBR,17/04/2017,?,Marathon #13: https://www.joggling.co.uk/Marathon-List
1679,10,3b Mile,0:06:38.00,Bill Giduz,M,USA,30/07/1999,?,IJA Database
1680,10,3b Mile,0:09:10.00,Becky Provance,F,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1681,10,3b Mile,0:09:10.00,Laura Provance,F,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1682,9,3b 100m,0:00:21.59,Yvonne Burchartz,F,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1683,9,3b 100m,0:00:21.53,Fiona Verscheure,F,BEL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1684,9,3b 100m,0:00:21.69,Jowita Nowogrodzka-Ligeza,F,POL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1685,9,3b 100m,0:00:21.07,Jowita Nowogrodzka-Ligeza,F,POL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1686,9,3b 400m,0:01:16.69,Kaupo Pilder,M,EST,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1687,9,3b 100m,0:00:21.00,Luise Chudzian,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1688,9,3b 400m,0:01:16.15,Samuel Tittelein,M,FRA,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1689,9,3b 100m,0:00:21.63,Verena Rau,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1690,9,3b 400m,0:01:16.87,Joe Kara,M,AUS,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1691,9,3b 100m,0:00:21.53,Karly Swaim,F,USA,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1692,9,3b 100m,0:00:21.81,Yvonne Burchartz,F,DEU,02/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1693,9,3b 100m,0:00:21.67,Anezka Houhova,F,CZE,09/08/2025,?,EJC results in Joggler's United Group
1694,9,3b 400m,0:01:16.85,Cajus Fahrenkamp,M,DEU,09/08/2025,?,EJC results in Joggler's United Group
1695,9,3b 100m,0:00:21.08,Silvia Osiek,F,DEU,09/08/2025,?,EJC results in Joggler's United Group
1696,9,3b 400m,0:01:16.71,Tamino Larisch,M,DEU,09/08/2025,?,EJC results in Joggler's United Group
1697,9,3b 5km,0:23:02.00,Fabian Fehlhaber,M,DEU,04/08/2025,?,EJC results in Joggler's United Group
1698,9,3b 400m,0:01:16.13,Mike Moore,M,USA,19/07/2025,?,IJA Database
1699,9,3b 5km,0:23:03.00,Kacper Suchora,M,POL,09/03/2024,2,https://www.parkrun.pl/puszczaniepolomicka/results/latestresults/
1700,9,3b 400m,0:01:16.66,Vasek Peca,M,CZE,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1701,9,3b 400m,0:01:16.40,Draco Tong,M,0,22/07/2023,?,IJA Database
1702,9,3b 100m,0:00:21.09,Heather Marriott,F,USA,22/07/2023,?,IJA Database
1703,9,3b 400m,0:01:16.10,Jacob Heimer,M,0,22/07/2023,?,IJA Database
1704,9,3b 100m,0:00:21.56,JoAnn Ireland,F,USA,22/07/2023,?,IJA Database
1705,9,3b 400m,0:01:16.70,Torsten Hornemann,M,0,22/07/2023,?,IJA Database
1706,9,3c 5km,0:33:13.00,Karly Swaim,F,USA,04/06/2023,2,https://my.raceresult.com/246703/results#1_61E9DE
1707,9,3b 5km,0:23:01.00,Scott Jenkins,M,GBR,21/12/2019,?,
1708,9,3b 400m,0:01:16.20,Nicolas Souren,M,0,30/07/2016,?,IJA Database
1709,9,3b 400m,0:01:16.60,Eric Gunther,M,0,25/07/2015,?,IJA Database
1710,9,3b 400m,0:01:16.60,Ryan Gerrity,M,0,25/07/2015,?,IJA Database
1711,9,3b 100m,0:00:21.20,Erica Liddle,F,0,20/07/2013,?,IJA Database
1712,9,3b 100m,0:00:21.00,Laura Schroeder,F,0,20/07/2013,?,IJA Database
1713,9,3b 100m,0:00:21.50,Meagan Nouis,F,0,20/07/2013,?,IJA Database
1714,9,3b 400m,0:01:16.20,Rory Bade,M,0,20/07/2013,?,IJA Database
1715,9,3b 100m,0:00:21.40,Elise Johnson,F,0,21/07/2012,?,IJA Database
1716,9,3b 100m,0:00:21.33,Hannah Bowlin,F,0,20/07/2011,?,IJA Database
1717,9,3b 400m,0:01:16.00,Jack Levy,M,0,20/07/2011,?,IJA Database
1718,9,3b 100m,0:00:21.59,Kelsey Harr,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1719,9,3b 400m,0:01:16.50,Anders Kierulf,M,0,15/07/2008,?,https://dev.juggle.org/history/champs/champs2008.php
1720,9,3b 100m,0:00:21.97,Nicole Deese,F,0,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1721,9,3b 400m,0:01:16.00,Tom McClintock,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1722,9,3b 100m,0:00:21.73,Nicole Deese,F,0,19/07/2005,?,https://dev.juggle.org/history/champs/champs2005.php
1723,9,3b 100m,0:00:21.30,Becky Kresser,F,0,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
1724,9,3b 400m,0:01:16.49,Nicholas Souren,M,0,28/07/2001,?,https://dev.juggle.org/history/champs/champs2001.php
1725,9,3b 400m,0:01:16.00,Barry Goldmeier,M,USA,30/07/1999,?,IJA Database
1726,9,3b 400m,0:01:16.00,Joshua edleman,M,0,30/07/1999,?,IJA Database
1727,9,3b 400m,0:01:16.00,David Hussey,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1728,9,3b 100m,0:00:21.60,Elizabeth Sanberg,F,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1729,9,3b 5km,0:33:13.00,Laurie Young,F,0,13/08/1994,?,"https://dev.juggle.org/history/champs/champs1994.php, Billy Gillen Memorial 5km"
1730,9,3b 100m,0:00:21.70,Carol Mills,F,0,24/07/1993,?,http://www.juggling.org/orgs/ija/champs.txt
1731,9,3b 100m,0:00:21.90,Joanne Dintzis,F,0,22/07/1989,?,http://www.juggling.org/orgs/ija/champs.txt
1732,9,3b 100m,0:00:21.90,JoAnn Ireland,F,USA,2021,?,IJA Database
1733,9,3b 100m,0:00:21.24,JoAnn Ireland,F,USA,2020,?,IJA Database
1734,9,3b 100m,0:00:21.45,Marla Edgecomb,F,USA,2020,?,IJA Database
1735,8,3b 400m,0:01:45.19,Jowita Nowogrodzka-Ligeza,F,POL,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1736,8,3b 400m,0:01:45.37,Fiona Verscheure,F,BEL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1737,8,3b 400m,0:01:45.35,Jowita Nowogrodzka-Ligeza,F,POL,09/08/2025,?,EJC results in Joggler's United Group
1738,8,3b 400m,0:01:45.04,Kayla Malmgren,F,USA,19/07/2025,?,IJA Database
1739,8,3b 5km,0:23:04.00,Scott Jenkins,M,GBR,06/11/2021,?,
1740,8,3b 1000m,0:03:51.20,Adam Hellman,M,0,29/06/2019,?,IJA Database
1741,8,3b 400m,0:01:45.10,Laura Schroeder,F,0,02/08/2014,?,IJA Database
1742,8,3b 400m,0:01:45.80,Hannah Stoehr,F,0,20/07/2011,?,IJA Database
1743,8,3b Marathon,4:08:48.00,Perry Romanowski,M,USA,06/12/2009,?,
1744,8,3b 5km,0:23:04.00,Chuck Hawley,M,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1745,8,3b 400m,0:01:45.60,Dorothy Finnigan,F,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
1746,8,3b Mile,0:06:39.00,Joshua Edleman,M,0,05/08/2000,?,https://dev.juggle.org/history/champs/champs2000.php
1747,7,3b 5km,0:23:07.00,Kacper Suchora,M,POL,07/09/2024,?,https://www.parkrun.pl/mlynowkakrolewska/results/49/
1748,7,3b 5km,0:23:09.00,Scott Jenkins,M,GBR,26/08/2023,0,https://www.strava.com/activities/9722797495  https://www.parkrun.org.uk/vogrie/results/245/
1749,7,3b 800m,0:02:56.00,Jason Matkowksi,M,0,21/07/2012,?,IJA Database
1750,7,3b Marathon,4:09:49.00,Perry Romanowski,M,USA,19/10/1997,?,https://chicago-history.r.mikatiming.com/2021/?pid=search
1751,6,3b 5km,0:23:12.00,Boris de Schipper,M,NLD,04/08/2025,?,EJC results in Joggler's United Group
1752,6,3b 5km,0:23:13.00,David Tate,M,USA,01/06/2024,?,"https://results.raceroster.com/v2/en-US/results/fav9fzqqraxrtc5n/detail/46q6dqqxcybafs5v
   https://x.com/dren_braves/status/1796917930078449700?t=lcn6W164pnNmSYz2JpRpVQ&s=19"
1753,6,3b 5km,0:23:13.00,Kacper Suchora,M,POL,26/12/2023,3,https://www.parkrun.pl/ogrodsaski/results/160/
1754,6,3b Marathon,4:10:00.00,Barak Hirschowitz,M,USA,05/03/2023,0,https://www.marathon.tokyo/2023/result/detail.php
1755,6,3b 5km,0:23:13.00,Scott Jenkins,M,GBR,18/09/2021,?,
1756,6,3b 10km,0:50:38.00,Levent Denizci,M,TUR,12/10/2016,0,https://www.instagram.com/p/BgVHirAgPhN/  https://www.instagram.com/p/BLc4Hh3jnwm/
1757,6,3b Marathon,4:10:03.00,Chris Pert,M,USA,18/10/2015,0,https://marathonview.net/search?query=christopher%20pert
1758,6,3b Marathon,4:10:07.00,Peter Meyer,M,DEU,14/10/2007,1,https://marathonview.net/search?query=peter%20meyer  http://home.mnet-online.de/joggling/aboutme_d.htm
1759,5,3b 400m,0:01:46.43,Karly Swaim,F,USA,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1760,5,3b 400m,0:01:46.25,Jowita Nowogrodzka-Ligeza,F,POL,04/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1761,5,3b 5km,0:23:16.00,Mark Fiore,M,USA,31/05/2025,?,https://www.parkrun.us/howardteminlakeshorepath/results/216/
1762,5,3b 5km,0:23:15.00,Kacper Suchora,M,POL,11/01/2025,?,https://www.parkrun.pl/mlynowkakrolewska/results/66/
1763,5,3b Half Marathon,1:53:11.00,Toon Witters,M,BEL,16/06/2023,?,https://www.strava.com/activities/9278465811 https://www.focus-wtv.be/nieuws/toon-loopt-halve-marathon-op-blote-voeten-en-al-jonglerend
1764,5,3b 400m,0:01:46.20,Kayla Malmgren,F,USA,15/07/2017,?,IJA Database
1765,5,3b 400m,0:01:46.83,Joanne Swaim,F,0,25/07/2015,?,http://www.juggling.org/orgs/ija/champs.txt
1766,5,3b 200m,0:00:44.75,Sofia Meyer,F,0,14/07/2009,?,https://dev.juggle.org/history/champs/champs2009.php
1767,5,3b 200m,0:00:44.60,Dorothy Finnigan,F,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
1768,5,3b 400m,0:01:46.00,Katie Stern,F,0,15/07/1998,?,IJA Database
1769,5,3b 5km,0:23:14.00,George Faust,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1770,5,3b 1500m,0:06:13.50,Craig Muhlenkamp,M,USA,2025,?,IJA Database
1771,4,3b 400m,0:01:17.16,Tamino Larisch,M,DEU,06/08/2026,?,https://drive.google.com/file/d/1qnrcWsPurOdbl_2fbmmvB_rNF_XWH7Ph/view?usp=sharing
1772,4,3b 400m,0:01:17.45,Kaupo Pilder,M,EST,09/08/2025,?,EJC results in Joggler's United Group
1773,4,3b 400m,0:01:17.54,Lucas Hester,M,USA,09/08/2025,?,EJC results in Joggler's United Group
1774,4,3b 5km,0:23:22.00,Scott Jenkins,M,GBR,01/01/2025,0,https://www.parkrun.org.uk/auldcathiedistrict/results/103/
1775,4,3b 5km,0:23:20.00,Kacper Suchora,M,POL,24/08/2024,?,https://www.parkrun.pl/mlynowkakrolewska/results/47/
1776,4,3b 5km,0:23:21.00,Kacper Suchora,M,POL,18/05/2024,1,https://www.parkrun.pl/mlynowkakrolewska/results/34/
1777,4,3b 400m,0:01:17.30,Cyril Pujol,M,FRA,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1778,4,3b 400m,0:01:17.80,Florian Huber,M,DEU,30/07/2023,?,https://www.joggling.pl/joggling-competitionszawody/2023-lublin-open.html
1779,4,3b 5km,0:23:18.00,Scott Jenkins,M,GBR,01/07/2023,0,https://www.parkrun.org.uk/polkemmetcountry/results/137/
1780,4,3b 5km,0:23:21.00,Jake Lodge,M,GBR,01/04/2023,?,https://www.parkrun.org.uk/prestonpark/results/440/  https://www.strava.com/activities/8814301066
1781,4,3b 5km,0:23:21.00,Jake Lodge,M,GBR,08/10/2022,?,https://www.strava.com/activities/7928899111  https://www.parkrun.org.uk/pontypool/results/372/
1782,4,3b 10km,0:50:55.00,Ferda Tekgul,M,TUR,11/10/2020,?,https://event.spor.istanbul/eventresults.aspx
1783,4,3b 400m,0:01:17.70,Paul Arneberg,M,0,24/07/2018,?,IJA Database
1784,4,3b 800m,0:02:57.80,Paul Arneberg,M,0,24/07/2018,?,IJA Database
1785,4,3b 400m,0:01:17.70,Tony Malikowski,M,USA,24/07/2018,?,IJA Database
1786,4,3b 400m,0:01:17.40,Paul Arneberg,M,0,15/07/2017,?,IJA Database
1787,4,3b 400m,0:01:17.00,Christopher van Hoomissen,M,0,30/07/2016,?,IJA Database
1788,4,3b 800m,0:04:02.80,Heather Marriott,F,USA,30/07/2016,?,IJA Database
1789,4,3b Mile,0:06:44.00,Jeff Lutkus,M,USA,30/07/2016,?,IJA Database
1790,4,3b 400m,0:01:17.20,Anders Kierulf,M,0,02/08/2014,?,IJA Database
1791,4,3b 400m,0:01:17.90,Bryan Harris,M,0,02/08/2014,?,IJA Database
1792,4,3b 400m,0:01:17.10,Nicolas Souren,M,0,02/08/2014,?,IJA Database
1793,4,3b 5km,0:23:20.80,Jeff Lutkus,M,USA,09/11/2013,?,https://www.broomfieldenterprise.com/2013/11/11/jogglers-hit-broomfield-trails-to-set-world-record/  https://www.webscorer.com/racedetails?raceid=15527  https://recordsetter.com/world-record/people-running-5k-race-while-juggling/33978?autoplay=false
1794,4,3b 400m,0:01:17.40,Bradley Fox,M,0,20/07/2013,?,IJA Database
1795,4,3b 400m,0:01:17.00,Chris Olson,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1796,4,3b 800m,0:02:57.60,Dylan Waickman,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1797,4,3b 400m,0:01:17.63,Jeremy Stanley,M,0,17/07/2007,?,https://dev.juggle.org/history/champs/champs2007.php
1798,4,3b 400m,0:01:17.00,Sam Nerenhaus,M,0,18/07/2006,?,https://dev.juggle.org/history/champs/champs2006.php
1799,4,3b 800m,0:02:57.40,Gabe Jakubisin,M,0,13/07/2004,?,https://dev.juggle.org/history/champs/champs2004.php
1800,4,3b Marathon,4:11:48.00,Perry Romanowski,M,USA,06/10/2002,?,
1801,4,3b 400m,0:01:17.50,Dan Peterson,M,0,17/07/2002,?,https://dev.juggle.org/history/champs/champs2002.php
1802,4,3b 400m,0:01:17.20,George Faust,M,0,06/08/1997,?,https://dev.juggle.org/history/champs/champs1997.php
1803,4,3b 5km,0:23:21.00,Andrew Swan,M,0,20/07/1996,?,https://dev.juggle.org/history/champs/champs1996.php
1804,4,3b 5km,0:23:21.00,Eric Promislow,M,0,16/07/1988,?,http://www.juggling.org/orgs/ija/champs.txt
1805,4,3b 400m,0:01:17.40,Christoph Mitasch,M,AUT,2022,?,IJA Database
1806,4,3b 400m,0:01:17.00,Len Ferman,M,USA,2020,?,IJA Database
1807,4,3b 5km,0:23:22.00,Julian Tam,M,0,2016,?,https://sites.google.com/site/guelph5kjoggling/results
1808,3,3b 400m,0:01:47.00,Verena Rau,F,DEU,03/08/2026,?,https://drive.google.com/file/d/1XEZ6TLz2q2lpJ89CLP3F6wQBp5zFDskm/view?usp=sharing
1809,3,3b 400m,0:01:47.78,Silvia Osiek,F,DEU,09/08/2025,?,EJC results in Joggler's United Group
1810,3,3b 400m,0:01:47.48,Yvonne Burchartz,F,DEU,09/08/2025,?,EJC results in Joggler's United Group
1811,3,3b Mile,0:06:45.90,Jacob Cowan,M,0,19/07/2025,?,IJA Database
1812,3,3b 800m,0:04:03.33,Heather Marriott,F,USA,11/07/2024,?,IJA Database
1813,3,3b 5km,0:23:26.00,Kacper Suchora,M,POL,01/06/2024,1,https://www.parkrun.pl/mlynowkakrolewska/results/36/
1814,3,3b Marathon,4:12:34.00,Barak Hirschowitz,M,USA,17/03/2024,?,https://results2.xacte.com/#/e/2537/placings
1815,3,3c 5km,0:33:52.00,Karly Swaim,F,USA,20/05/2023,6,https://runsignup.com/Race/Results/21231/IndividualResult/GHPP#U21578490
1816,3,3b 5km,0:23:25.00,Brian Linehan,M,IRL,07/01/2023,?,https://www.parkrun.ie/pobalscoilnatrionoide/results/44/   https://www.facebook.com/profile/100067922504955/search/?q=juggling
1817,3,3b 1000m,0:03:54.70,Jacob Heimer,M,0,29/06/2019,?,IJA Database
1818,3,3b 400m,0:01:47.70,Alayna Bowlin,F,0,20/07/2013,?,IJA Database
1819,3,3b 800m,0:02:58.10,Justin Kolas,M,0,20/07/2010,?,https://dev.juggle.org/history/champs/champs2010.php
1820,3,3b Marathon,4:12:56.00,Perry Romanowski,M,USA,28/04/2003,?,
1821,3,3b Mile,0:09:22.00,Laurie Young,F,0,19/07/1995,?,https://dev.juggle.org/history/champs/champs1995.php
1822,3,3b 800m,0:02:58.70,Craig Muhlenkamp,M,USA,2025,?,IJA Database
1823,2,3b Mile,0:06:46.00,Joe Kara,M,AUS,08/08/2026,?,https://drive.google.com/file/d/1v5KXHNKD3UqQcFqTQ_POWGjEc5X8w7t7/view?usp=sharing
1824,2,3b Half Marathon,1:54:21.00,Stuart Humphries,M,GBR,22/03/2026,21,
1825,2,3b 5km,0:23:31.00,Luca Haase,M,NLD,04/08/2025,?,EJC results in Joggler's United Group
1826,2,3b 5km,0:23:29.00,Paul Cahen,M,FRA,04/08/2025,?,EJC results in Joggler's United Group
1827,2,3c 5km,0:34:09.00,Karly Swaim,F,USA,18/05/2024,9,https://runsignup.com/Race/Results/21231/IndividualResult/gJXz?resultSetId=458231#U21578490
1828,2,3b 5km,0:23:28.00,Kacper Suchora,M,POL,06/04/2024,?,https://www.parkrun.pl/mlynowkakrolewska/results/28/
